ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000
106,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,107,丛花山矾,Symplocos poilanei Guill.,3.1,4.8,常绿高位芽,ALF200306_0,
107,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,108,丛花山矾,Symplocos poilanei Guill.,3.7,5.1,常绿高位芽,ALF200306_0,
108,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,109,红花木莲,Manglietia insignis (Wall.)Bl.,23.4,10.5,常绿高位芽,ALF200306_0,
109,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,110,滇润楠,Machilus yunnanensis Lecomte,3.9,6.4,常绿高位芽,ALF200306_0,
110,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,111,多花山矾,Symplocos ramosissima Wall.ex G.Don,5.6,7.2,常绿高位芽,ALF200306_0,
111,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,112,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.2,6.8,常绿高位芽,ALF200306_0,
112,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,113,小花山茶,Camellia forrestii (Diels )Coh.,4.7,3.6,常绿高位芽,ALF200306_0,
113,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,114,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.5,2.8,常绿高位芽,ALF200306_0,
114,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,115,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.9,2.8,常绿高位芽,ALF200306_0,
115,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,116,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.6,1.8,常绿高位芽,ALF200306_0,
116,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,117,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.6,6.2,常绿高位芽,ALF200306_0,
117,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,118,多花山矾,Symplocos ramosissima Wall.ex G.Don,6,6.8,常绿高位芽,ALF200306_0,
118,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,119,大黄连,Mahonia mairei Takeda,2.3,3.6,常绿高位芽,ALF200306_0,
119,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-11,120,黄心树,Machilus bombycina King ex Hook.f.,36.4,26,常绿高位芽,ALF200306_0,
120,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,121,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.8,5.2,常绿高位芽,ALF200306_0,
121,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,122,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.8,6.1,常绿高位芽,ALF200306_0,
122,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,123,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,8.2,7.5,常绿高位芽,ALF200306_0,
123,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,124,红花木莲,Manglietia insignis (Wall.)Bl.,38.4,27,常绿高位芽,ALF200306_0,
124,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,125,鸭公树,Neolitsea chuii Merr.,48.1,28,常绿高位芽,ALF200306_0,
125,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-12,126,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,54.3,26.5,常绿高位芽,ALF200306_0,
126,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-13,127,南洋木荷,Schima noronhae Reinw. ex Blume,44.4,28,常绿高位芽,ALF200306_0,
127,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-13,128,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,56.7,26,常绿高位芽,ALF200306_0,
128,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-13,129,大黄连,Mahonia mairei Takeda,3.8,3.1,常绿高位芽,ALF200306_0,
129,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-13,130,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.5,3.6,常绿高位芽,ALF200306_0,
130,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-14,132,小花山茶,Camellia forrestii (Diels )Coh.,2.4,2.6,常绿高位芽,ALF200306_0,131号死亡
131,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-14,133,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,25,16,常绿高位芽,ALF200306_0,
132,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-14,134,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,6.1,3.2,常绿高位芽,ALF200306_0,
133,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-14,135,滇润楠,Machilus yunnanensis Lecomte,28,12,常绿高位芽,ALF200306_0,
134,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-14,136,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,44.8,17,常绿高位芽,ALF200306_0,
135,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,137,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,39.2,20,常绿高位芽,ALF200306_0,
136,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,138,滇润楠,Machilus yunnanensis Lecomte,8,6,常绿高位芽,ALF200306_0,
137,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,139,鸭公树,Neolitsea chuii Merr.,51,28,常绿高位芽,ALF200306_0,
138,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,140,黄心树,Machilus bombycina King ex Hook.f.,8.4,4.5,常绿高位芽,ALF200306_0,
139,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,141,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,52,28,常绿高位芽,ALF200306_0,
140,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,142,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.2,2.5,常绿高位芽,ALF200306_0,
141,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,143,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,5.6,7.5,常绿高位芽,ALF200306_0,
142,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,144,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.3,3.8,常绿高位芽,ALF200306_0,
143,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,145,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.5,3.6,常绿高位芽,ALF200306_0,
144,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,146,黄心树,Machilus bombycina King ex Hook.f.,32.9,27,常绿高位芽,ALF200306_0,
145,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,147,鸭公树,Neolitsea chuii Merr.,22.5,25,常绿高位芽,ALF200306_0,
146,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-15,148,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,11.1,5.8,常绿高位芽,ALF200306_0,
147,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,149,黄心树,Machilus bombycina King ex Hook.f.,20.4,13,常绿高位芽,ALF200306_0,
148,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,150,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.2,4.6,常绿高位芽,ALF200306_0,
149,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,151,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.3,5.3,常绿高位芽,ALF200306_0,
150,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,152,红花木莲,Manglietia insignis (Wall.)Bl.,16.1,13,常绿高位芽,ALF200306_0,
151,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,153,黄心树,Machilus bombycina King ex Hook.f.,4.9,6.5,常绿高位芽,ALF200306_0,
152,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,154,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.3,7.5,常绿高位芽,ALF200306_0,
153,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,155,黄心树,Machilus bombycina King ex Hook.f.,23.9,26,常绿高位芽,ALF200306_0,
154,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,156,红花木莲,Manglietia insignis (Wall.)Bl.,36.7,27,常绿高位芽,ALF200306_0,
155,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,157,硬斗柯,Lithocarpus hancei (Benth.) Rehder,37.1,7,常绿高位芽,ALF200306_0,
156,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,158,硬斗柯,Lithocarpus hancei (Benth.) Rehder,7.2,3.5,常绿高位芽,ALF200306_0,
157,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,159,硬斗柯,Lithocarpus hancei (Benth.) Rehder,2.6,3,常绿高位芽,ALF200306_0,
158,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-16,160,硬斗柯,Lithocarpus hancei (Benth.) Rehder,2.1,2.8,常绿高位芽,ALF200306_0,
159,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,161,南洋木荷,Schima noronhae Reinw. ex Blume,88.5,29,常绿高位芽,ALF200306_0,
160,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,162,景东柃,Eurya jintungensis Hu & L.K. Ling,10.4,5.5,常绿高位芽,ALF200306_0,
161,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,163,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,8.4,8,常绿高位芽,ALF200306_0,
162,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,164,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,4.3,6.5,常绿高位芽,ALF200306_0,
163,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,165,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,6.8,4.6,常绿高位芽,ALF200306_0,
164,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,166,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,51.1,28,常绿高位芽,ALF200306_0,
165,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,167,大黄连,Mahonia mairei Takeda,2.1,2.5,常绿高位芽,ALF200306_0,
166,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,168,黄心树,Machilus bombycina King ex Hook.f.,3.7,4.5,常绿高位芽,ALF200306_0,
167,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,169,景东柃,Eurya jintungensis Hu & L.K. Ling,19.7,14,常绿高位芽,ALF200306_0,
168,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,170,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.9,2.3,常绿高位芽,ALF200306_0,
169,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,171,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,4.5,7.5,常绿高位芽,ALF200306_0,
170,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,172,红花木莲,Manglietia insignis (Wall.)Bl.,26.4,23,常绿高位芽,ALF200306_0,
171,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-17,173,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,7.2,6.5,常绿高位芽,ALF200306_0,
172,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,174,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,8.8,11,常绿高位芽,ALF200306_0,
173,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,175,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,12.3,12,常绿高位芽,ALF200306_0,
174,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,176,小花山茶,Camellia forrestii (Diels )Coh.,5.7,5.2,常绿高位芽,ALF200306_0,
175,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,177,小花山茶,Camellia forrestii (Diels )Coh.,10.6,8.2,常绿高位芽,ALF200306_0,
176,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,178,小花山茶,Camellia forrestii (Diels )Coh.,7.7,7.5,常绿高位芽,ALF200306_0,
177,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,179,小花山茶,Camellia forrestii (Diels )Coh.,6.7,7.5,常绿高位芽,ALF200306_0,
178,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,180,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.8,6.5,常绿高位芽,ALF200306_0,
179,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,181,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3,4.2,常绿高位芽,ALF200306_0,
180,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,182,南洋木荷,Schima noronhae Reinw. ex Blume,27.1,23,常绿高位芽,ALF200306_0,
181,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,183,南洋木荷,Schima noronhae Reinw. ex Blume,30.2,23,常绿高位芽,ALF200306_0,
182,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,184,南洋木荷,Schima noronhae Reinw. ex Blume,32.8,25,常绿高位芽,ALF200306_0,
183,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,185,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,3.2,1.7,常绿高位芽,ALF200306_0,
184,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,186,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,3.4,3.2,常绿高位芽,ALF200306_0,
185,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,187,小花山茶,Camellia forrestii (Diels )Coh.,4.6,4.1,常绿高位芽,ALF200306_0,
186,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,188,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,4.6,3.8,常绿高位芽,ALF200306_0,
187,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,189,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,4.5,4.5,常绿高位芽,ALF200306_0,
188,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,190,大花八角,Illicium macranthum A.C.Smith,21.8,9.5,常绿高位芽,ALF200306_0,
189,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,191,南洋木荷,Schima noronhae Reinw. ex Blume,11.5,10,常绿高位芽,ALF200306_0,
190,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,192,薄叶山矾,Symplocos anomala Brand,2.7,3.5,常绿高位芽,ALF200306_0,
191,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,193,多果新木姜子,Neolitsea polycarpa H.Liou,2.4,4.8,常绿高位芽,ALF200306_0,
192,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-18,194,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,45.8,25,常绿高位芽,ALF200306_0,
193,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-19,195,南洋木荷,Schima noronhae Reinw. ex Blume,50.7,28,常绿高位芽,ALF200306_0,
